,STANDARDNA PORABNIŠKA SKUPINA (LETNA PORABA),CENA,ČETRTLETJE,EUR/kWh,leto,cetrtletje
1173,DD (5000 do <15000 KWh),Z vsemi davki,2017Q4,0.137198100301553,2017,4
1174,DD (5000 do <15000 KWh),Z vsemi davki,2018Q1,0.135855777320357,2018,1
1175,DD (5000 do <15000 KWh),Z vsemi davki,2018Q2,0.142567514963957,2018,2
1176,DD (5000 do <15000 KWh),Z vsemi davki,2018Q3,0.14527836094892,2018,3
1177,DD (5000 do <15000 KWh),Z vsemi davki,2018Q4,0.140335148537838,2018,4
1178,DD (5000 do <15000 KWh),Z vsemi davki,2019Q1,0.137757423489023,2019,1
1179,DD (5000 do <15000 KWh),Z vsemi davki,2019Q2,0.144015307284136,2019,2
1180,DD (5000 do <15000 KWh),Z vsemi davki,2019Q3,0.148382561727391,2019,3
1181,DD (5000 do <15000 KWh),Z vsemi davki,2019Q4,0.142718280536409,2019,4
1182,DD (5000 do <15000 KWh),Z vsemi davki,2020Q1,0.133400173968199,2020,1
1183,DD (5000 do <15000 KWh),Z vsemi davki,2020Q2,0.128386126550334,2020,2
1184,DD (5000 do <15000 KWh),Z vsemi davki,2020Q3,0.15343257970735,2020,3
1185,DD (5000 do <15000 KWh),Z vsemi davki,2020Q4,0.143558829209221,2020,4
1186,DD (5000 do <15000 KWh),Z vsemi davki,2021Q1,0.138748145202023,2021,1
1187,DD (5000 do <15000 KWh),Z vsemi davki,2021Q2,0.147008329810769,2021,2
1188,DD (5000 do <15000 KWh),Z vsemi davki,2021Q3,0.153966762031159,2021,3
1189,DD (5000 do <15000 KWh),Z vsemi davki,2021Q4,0.142082958492011,2021,4
1190,DD (5000 do <15000 KWh),Z vsemi davki,2022Q1,0.108826061162105,2022,1
1191,DD (5000 do <15000 KWh),Z vsemi davki,2022Q2,0.140020338172589,2022,2
1192,DD (5000 do <15000 KWh),Z vsemi davki,2022Q3,0.189093967989298,2022,3
1193,DD (5000 do <15000 KWh),Z vsemi davki,2022Q4,0.157579111879417,2022,4
1194,DD (5000 do <15000 KWh),Z vsemi davki,2023Q1,0.168285271289349,2023,1
1195,DD (5000 do <15000 KWh),Z vsemi davki,2023Q2,0.17822,2023,2
1196,DD (5000 do <15000 KWh),Z vsemi davki,2023Q3,0.201272002786071,2023,3
1197,DD (5000 do <15000 KWh),Z vsemi davki,2023Q4,0.184596011053814,2023,4
1198,DD (5000 do <15000 KWh),Z vsemi davki,2024Q1,0.190488130829211,2024,1
1199,DD (5000 do <15000 KWh),Z vsemi davki,2024Q2,0.197087884961056,2024,2
1200,DE ( >= 15000 KWh),Energija,2012Q1,0.0574,2012,1
1201,DE ( >= 15000 KWh),Energija,2012Q2,0.0589,2012,2
1202,DE ( >= 15000 KWh),Energija,2012Q3,0.06,2012,3
1203,DE ( >= 15000 KWh),Energija,2012Q4,0.0573,2012,4
1204,DE ( >= 15000 KWh),Energija,2013Q1,0.0563,2013,1
1205,DE ( >= 15000 KWh),Energija,2013Q2,0.0585,2013,2
1206,DE ( >= 15000 KWh),Energija,2013Q3,0.0597,2013,3
1207,DE ( >= 15000 KWh),Energija,2013Q4,0.0568,2013,4
1208,DE ( >= 15000 KWh),Energija,2014Q1,0.056,2014,1
1209,DE ( >= 15000 KWh),Energija,2014Q2,0.0571,2014,2
1210,DE ( >= 15000 KWh),Energija,2014Q3,0.0571,2014,3
1211,DE ( >= 15000 KWh),Energija,2014Q4,0.0551,2014,4
1212,DE ( >= 15000 KWh),Energija,2015Q1,0.0552,2015,1
1213,DE ( >= 15000 KWh),Energija,2015Q2,0.0551,2015,2
1214,DE ( >= 15000 KWh),Energija,2015Q3,0.0556,2015,3
1215,DE ( >= 15000 KWh),Energija,2015Q4,0.0546,2015,4
1216,DE ( >= 15000 KWh),Energija,2016Q1,0.0537,2016,1
1217,DE ( >= 15000 KWh),Energija,2016Q2,0.0537,2016,2
1218,DE ( >= 15000 KWh),Energija,2016Q3,0.0538,2016,3
1219,DE ( >= 15000 KWh),Energija,2016Q4,0.0526,2016,4
1220,DE ( >= 15000 KWh),Energija,2017Q1,0.051203799712766,2017,1
1221,DE ( >= 15000 KWh),Energija,2017Q2,0.051938366071701,2017,2
1222,DE ( >= 15000 KWh),Energija,2017Q3,0.052160013799677,2017,3
1223,DE ( >= 15000 KWh),Energija,2017Q4,0.050747451100714,2017,4
1224,DE ( >= 15000 KWh),Energija,2018Q1,0.050314406149484,2018,1
1225,DE ( >= 15000 KWh),Energija,2018Q2,0.051113902903883,2018,2
1226,DE ( >= 15000 KWh),Energija,2018Q3,0.052219609852596,2018,3
1227,DE ( >= 15000 KWh),Energija,2018Q4,0.053264169192494,2018,4
1228,DE ( >= 15000 KWh),Energija,2019Q1,0.051348490892389,2019,1
1229,DE ( >= 15000 KWh),Energija,2019Q2,0.051125791745897,2019,2
1230,DE ( >= 15000 KWh),Energija,2019Q3,0.053532481711238,2019,3
1231,DE ( >= 15000 KWh),Energija,2019Q4,0.053584944969942,2019,4
1232,DE ( >= 15000 KWh),Energija,2020Q1,0.053329389007304,2020,1
1233,DE ( >= 15000 KWh),Energija,2020Q2,0.044754734524527,2020,2
1234,DE ( >= 15000 KWh),Energija,2020Q3,0.060043665139236,2020,3
1235,DE ( >= 15000 KWh),Energija,2020Q4,0.058201028106112,2020,4
1236,DE ( >= 15000 KWh),Energija,2021Q1,0.056722777530006,2021,1
1237,DE ( >= 15000 KWh),Energija,2021Q2,0.057851142336046,2021,2
1238,DE ( >= 15000 KWh),Energija,2021Q3,0.060287435761189,2021,3
1239,DE ( >= 15000 KWh),Energija,2021Q4,0.062398023841854,2021,4
1240,DE ( >= 15000 KWh),Energija,2022Q1,0.068124974628485,2022,1
1241,DE ( >= 15000 KWh),Energija,2022Q2,0.073583601074753,2022,2
1242,DE ( >= 15000 KWh),Energija,2022Q3,0.087061842406008,2022,3
1243,DE ( >= 15000 KWh),Energija,2022Q4,0.094406724518996,2022,4
1244,DE ( >= 15000 KWh),Energija,2023Q1,0.099420842884335,2023,1
1245,DE ( >= 15000 KWh),Energija,2023Q2,0.0999,2023,2
1246,DE ( >= 15000 KWh),Energija,2023Q3,0.09951886902352,2023,3
1247,DE ( >= 15000 KWh),Energija,2023Q4,0.097390303039598,2023,4
1248,DE ( >= 15000 KWh),Energija,2024Q1,0.105928250100315,2024,1
1249,DE ( >= 15000 KWh),Energija,2024Q2,0.106832946276361,2024,2
1250,DE ( >= 15000 KWh),Omrežnina,2012Q1,0.0426,2012,1
1251,DE ( >= 15000 KWh),Omrežnina,2012Q2,0.043,2012,2
1252,DE ( >= 15000 KWh),Omrežnina,2012Q3,0.0432,2012,3
1253,DE ( >= 15000 KWh),Omrežnina,2012Q4,0.0429,2012,4
1254,DE ( >= 15000 KWh),Omrežnina,2013Q1,0.042,2013,1
1255,DE ( >= 15000 KWh),Omrežnina,2013Q2,0.0424,2013,2
1256,DE ( >= 15000 KWh),Omrežnina,2013Q3,0.043,2013,3
1257,DE ( >= 15000 KWh),Omrežnina,2013Q4,0.0422,2013,4
1258,DE ( >= 15000 KWh),Omrežnina,2014Q1,0.042,2014,1
1259,DE ( >= 15000 KWh),Omrežnina,2014Q2,0.0427,2014,2
1260,DE ( >= 15000 KWh),Omrežnina,2014Q3,0.0434,2014,3
1261,DE ( >= 15000 KWh),Omrežnina,2014Q4,0.0428,2014,4
1262,DE ( >= 15000 KWh),Omrežnina,2015Q1,0.041,2015,1
1263,DE ( >= 15000 KWh),Omrežnina,2015Q2,0.0421,2015,2
1264,DE ( >= 15000 KWh),Omrežnina,2015Q3,0.0424,2015,3
1265,DE ( >= 15000 KWh),Omrežnina,2015Q4,0.0414,2015,4
1266,DE ( >= 15000 KWh),Omrežnina,2016Q1,0.0412,2016,1
1267,DE ( >= 15000 KWh),Omrežnina,2016Q2,0.0426,2016,2
1268,DE ( >= 15000 KWh),Omrežnina,2016Q3,0.0433,2016,3
1269,DE ( >= 15000 KWh),Omrežnina,2016Q4,0.0416,2016,4
1270,DE ( >= 15000 KWh),Omrežnina,2017Q1,0.041503918041919,2017,1
1271,DE ( >= 15000 KWh),Omrežnina,2017Q2,0.043061860370222,2017,2
1272,DE ( >= 15000 KWh),Omrežnina,2017Q3,0.043659426347329,2017,3
1273,DE ( >= 15000 KWh),Omrežnina,2017Q4,0.041949926235549,2017,4
1274,DE ( >= 15000 KWh),Omrežnina,2018Q1,0.041758599175017,2018,1
1275,DE ( >= 15000 KWh),Omrežnina,2018Q2,0.043871941828383,2018,2
1276,DE ( >= 15000 KWh),Omrežnina,2018Q3,0.044452710647701,2018,3
1277,DE ( >= 15000 KWh),Omrežnina,2018Q4,0.042508048297189,2018,4
1278,DE ( >= 15000 KWh),Omrežnina,2019Q1,0.040135696809096,2019,1
1279,DE ( >= 15000 KWh),Omrežnina,2019Q2,0.04173376741998,2019,2
1280,DE ( >= 15000 KWh),Omrežnina,2019Q3,0.042761463674831,2019,3
1281,DE ( >= 15000 KWh),Omrežnina,2019Q4,0.040895951581547,2019,4
1282,DE ( >= 15000 KWh),Omrežnina,2020Q1,0.037220167976454,2020,1
1283,DE ( >= 15000 KWh),Omrežnina,2020Q2,0.036597577113593,2020,2
1284,DE ( >= 15000 KWh),Omrežnina,2020Q3,0.041218014836164,2020,3
1285,DE ( >= 15000 KWh),Omrežnina,2020Q4,0.039043075070241,2020,4
1286,DE ( >= 15000 KWh),Omrežnina,2021Q1,0.036672946936828,2021,1
1287,DE ( >= 15000 KWh),Omrežnina,2021Q2,0.038459116263421,2021,2
1288,DE ( >= 15000 KWh),Omrežnina,2021Q3,0.040134885650541,2021,3
1289,DE ( >= 15000 KWh),Omrežnina,2021Q4,0.03732013914044,2021,4
1290,DE ( >= 15000 KWh),Omrežnina,2022Q1,0.015545990438577,2022,1
1291,DE ( >= 15000 KWh),Omrežnina,2022Q2,0.026389618783212,2022,2
1292,DE ( >= 15000 KWh),Omrežnina,2022Q3,0.045215442667738,2022,3
1293,DE ( >= 15000 KWh),Omrežnina,2022Q4,0.042554566752867,2022,4
1294,DE ( >= 15000 KWh),Omrežnina,2023Q1,0.041400669120163,2023,1
1295,DE ( >= 15000 KWh),Omrežnina,2023Q2,0.04379,2023,2
1296,DE ( >= 15000 KWh),Omrežnina,2023Q3,0.045627324923487,2023,3
1297,DE ( >= 15000 KWh),Omrežnina,2023Q4,0.042423365651472,2023,4
1298,DE ( >= 15000 KWh),Omrežnina,2024Q1,0.042504718739454,2024,1
1299,DE ( >= 15000 KWh),Omrežnina,2024Q2,0.045391624455222,2024,2
1300,DE ( >= 15000 KWh),Brez davkov,2012Q1,0.1,2012,1
1301,DE ( >= 15000 KWh),Brez davkov,2012Q2,0.1018,2012,2
1302,DE ( >= 15000 KWh),Brez davkov,2012Q3,0.1032,2012,3
1303,DE ( >= 15000 KWh),Brez davkov,2012Q4,0.1001,2012,4
1304,DE ( >= 15000 KWh),Brez davkov,2013Q1,0.0983,2013,1
1305,DE ( >= 15000 KWh),Brez davkov,2013Q2,0.1009,2013,2
1306,DE ( >= 15000 KWh),Brez davkov,2013Q3,0.1028,2013,3
1307,DE ( >= 15000 KWh),Brez davkov,2013Q4,0.099,2013,4
1308,DE ( >= 15000 KWh),Brez davkov,2014Q1,0.098,2014,1
1309,DE ( >= 15000 KWh),Brez davkov,2014Q2,0.0998,2014,2
1310,DE ( >= 15000 KWh),Brez davkov,2014Q3,0.1004,2014,3
1311,DE ( >= 15000 KWh),Brez davkov,2014Q4,0.0979,2014,4
1312,DE ( >= 15000 KWh),Brez davkov,2015Q1,0.0962,2015,1
1313,DE ( >= 15000 KWh),Brez davkov,2015Q2,0.0972,2015,2
1314,DE ( >= 15000 KWh),Brez davkov,2015Q3,0.0979,2015,3
1315,DE ( >= 15000 KWh),Brez davkov,2015Q4,0.0961,2015,4
1316,DE ( >= 15000 KWh),Brez davkov,2016Q1,0.0948,2016,1
1317,DE ( >= 15000 KWh),Brez davkov,2016Q2,0.0963,2016,2
1318,DE ( >= 15000 KWh),Brez davkov,2016Q3,0.0971,2016,3
1319,DE ( >= 15000 KWh),Brez davkov,2016Q4,0.0942,2016,4
1320,DE ( >= 15000 KWh),Brez davkov,2017Q1,0.092707717754686,2017,1
1321,DE ( >= 15000 KWh),Brez davkov,2017Q2,0.095000226441923,2017,2
1322,DE ( >= 15000 KWh),Brez davkov,2017Q3,0.095819440147005,2017,3
1323,DE ( >= 15000 KWh),Brez davkov,2017Q4,0.092697377336262,2017,4
1324,DE ( >= 15000 KWh),Brez davkov,2018Q1,0.092073005324501,2018,1
1325,DE ( >= 15000 KWh),Brez davkov,2018Q2,0.094985844732266,2018,2
1326,DE ( >= 15000 KWh),Brez davkov,2018Q3,0.096672320500297,2018,3
1327,DE ( >= 15000 KWh),Brez davkov,2018Q4,0.095772217489683,2018,4
1328,DE ( >= 15000 KWh),Brez davkov,2019Q1,0.091484187701485,2019,1
1329,DE ( >= 15000 KWh),Brez davkov,2019Q2,0.092859559165877,2019,2
1330,DE ( >= 15000 KWh),Brez davkov,2019Q3,0.096293945386069,2019,3
1331,DE ( >= 15000 KWh),Brez davkov,2019Q4,0.094480896551489,2019,4
1332,DE ( >= 15000 KWh),Brez davkov,2020Q1,0.090549556983757,2020,1
1333,DE ( >= 15000 KWh),Brez davkov,2020Q2,0.081352311638121,2020,2
1334,DE ( >= 15000 KWh),Brez davkov,2020Q3,0.1012616799754,2020,3
1335,DE ( >= 15000 KWh),Brez davkov,2020Q4,0.097244103176352,2020,4
1336,DE ( >= 15000 KWh),Brez davkov,2021Q1,0.093395724466834,2021,1
1337,DE ( >= 15000 KWh),Brez davkov,2021Q2,0.096310258599467,2021,2
1338,DE ( >= 15000 KWh),Brez davkov,2021Q3,0.10042232141173,2021,3
1339,DE ( >= 15000 KWh),Brez davkov,2021Q4,0.099718162982294,2021,4
1340,DE ( >= 15000 KWh),Brez davkov,2022Q1,0.083670965067062,2022,1
1341,DE ( >= 15000 KWh),Brez davkov,2022Q2,0.099973219857965,2022,2
1342,DE ( >= 15000 KWh),Brez davkov,2022Q3,0.132277285073746,2022,3
1343,DE ( >= 15000 KWh),Brez davkov,2022Q4,0.136961291271863,2022,4
1344,DE ( >= 15000 KWh),Brez davkov,2023Q1,0.140821512004498,2023,1
1345,DE ( >= 15000 KWh),Brez davkov,2023Q2,0.14369,2023,2
1346,DE ( >= 15000 KWh),Brez davkov,2023Q3,0.145146193947008,2023,3
1347,DE ( >= 15000 KWh),Brez davkov,2023Q4,0.13981366869107,2023,4
1348,DE ( >= 15000 KWh),Brez davkov,2024Q1,0.148432968839769,2024,1
1349,DE ( >= 15000 KWh),Brez davkov,2024Q2,0.152224570731582,2024,2
1350,DE ( >= 15000 KWh),Dodatki in prispevki,2012Q1,0.0052,2012,1
1351,DE ( >= 15000 KWh),Dodatki in prispevki,2012Q2,0.0053,2012,2
1352,DE ( >= 15000 KWh),Dodatki in prispevki,2012Q3,0.0054,2012,3
1353,DE ( >= 15000 KWh),Dodatki in prispevki,2012Q4,0.0053,2012,4
1354,DE ( >= 15000 KWh),Dodatki in prispevki,2013Q1,0.0067,2013,1
1355,DE ( >= 15000 KWh),Dodatki in prispevki,2013Q2,0.0077,2013,2
1356,DE ( >= 15000 KWh),Dodatki in prispevki,2013Q3,0.0081,2013,3
1357,DE ( >= 15000 KWh),Dodatki in prispevki,2013Q4,0.0076,2013,4
1358,DE ( >= 15000 KWh),Dodatki in prispevki,2014Q1,0.0076,2014,1
1359,DE ( >= 15000 KWh),Dodatki in prispevki,2014Q2,0.0081,2014,2
1360,DE ( >= 15000 KWh),Dodatki in prispevki,2014Q3,0.0085,2014,3
1361,DE ( >= 15000 KWh),Dodatki in prispevki,2014Q4,0.0081,2014,4
1362,DE ( >= 15000 KWh),Dodatki in prispevki,2015Q1,0.0072,2015,1
1363,DE ( >= 15000 KWh),Dodatki in prispevki,2015Q2,0.0081,2015,2
1364,DE ( >= 15000 KWh),Dodatki in prispevki,2015Q3,0.0089,2015,3
1365,DE ( >= 15000 KWh),Dodatki in prispevki,2015Q4,0.0084,2015,4
1366,DE ( >= 15000 KWh),Dodatki in prispevki,2016Q1,0.0079,2016,1
1367,DE ( >= 15000 KWh),Dodatki in prispevki,2016Q2,0.0091,2016,2
1368,DE ( >= 15000 KWh),Dodatki in prispevki,2016Q3,0.0096,2016,3
1369,DE ( >= 15000 KWh),Dodatki in prispevki,2016Q4,0.0082,2016,4
1370,DE ( >= 15000 KWh),Dodatki in prispevki,2017Q1,0.007776595993232,2017,1
1371,DE ( >= 15000 KWh),Dodatki in prispevki,2017Q2,0.009200163679729,2017,2
1372,DE ( >= 15000 KWh),Dodatki in prispevki,2017Q3,0.009188893624204,2017,3
1373,DE ( >= 15000 KWh),Dodatki in prispevki,2017Q4,0.008250714889915,2017,4
1374,DE ( >= 15000 KWh),Dodatki in prispevki,2018Q1,0.007597951381251,2018,1
1375,DE ( >= 15000 KWh),Dodatki in prispevki,2018Q2,0.009596727396312,2018,2
1376,DE ( >= 15000 KWh),Dodatki in prispevki,2018Q3,0.009954653908936,2018,3
1377,DE ( >= 15000 KWh),Dodatki in prispevki,2018Q4,0.0083258660451,2018,4
1378,DE ( >= 15000 KWh),Dodatki in prispevki,2019Q1,0.007775910984495,2019,1
1379,DE ( >= 15000 KWh),Dodatki in prispevki,2019Q2,0.009261364984507,2019,2
1380,DE ( >= 15000 KWh),Dodatki in prispevki,2019Q3,0.010046615941748,2019,3
1381,DE ( >= 15000 KWh),Dodatki in prispevki,2019Q4,0.00846698071133,2019,4
1382,DE ( >= 15000 KWh),Dodatki in prispevki,2020Q1,0.006488027813647,2020,1
1383,DE ( >= 15000 KWh),Dodatki in prispevki,2020Q2,0.005802699235657,2020,2
1384,DE ( >= 15000 KWh),Dodatki in prispevki,2020Q3,0.010159842050634,2020,3
1385,DE ( >= 15000 KWh),Dodatki in prispevki,2020Q4,0.008112494891586,2020,4
1386,DE ( >= 15000 KWh),Dodatki in prispevki,2021Q1,0.007538454111557,2021,1
1387,DE ( >= 15000 KWh),Dodatki in prispevki,2021Q2,0.009304127510776,2021,2
1388,DE ( >= 15000 KWh),Dodatki in prispevki,2021Q3,0.010733582970197,2021,3
1389,DE ( >= 15000 KWh),Dodatki in prispevki,2021Q4,0.008033946690095,2021,4
1390,DE ( >= 15000 KWh),Dodatki in prispevki,2022Q1,0.004236973517384,2022,1
1391,DE ( >= 15000 KWh),Dodatki in prispevki,2022Q2,0.006456147985293,2022,2
1392,DE ( >= 15000 KWh),Dodatki in prispevki,2022Q3,0.00855238937582,2022,3
1393,DE ( >= 15000 KWh),Dodatki in prispevki,2022Q4,0.004905369717128,2022,4
1394,DE ( >= 15000 KWh),Dodatki in prispevki,2023Q1,0.004432665857252,2023,1
1395,DE ( >= 15000 KWh),Dodatki in prispevki,2023Q2,0.005615,2023,2
1396,DE ( >= 15000 KWh),Dodatki in prispevki,2023Q3,0.007697000820605,2023,3
1397,DE ( >= 15000 KWh),Dodatki in prispevki,2023Q4,0.004133969376095,2023,4
1398,DE ( >= 15000 KWh),Dodatki in prispevki,2024Q1,0.002459903217077,2024,1
1399,DE ( >= 15000 KWh),Dodatki in prispevki,2024Q2,0.002459814728105,2024,2
1400,DE ( >= 15000 KWh),Brez DDV,2012Q1,0.1052,2012,1
1401,DE ( >= 15000 KWh),Brez DDV,2012Q2,0.1071,2012,2
1402,DE ( >= 15000 KWh),Brez DDV,2012Q3,0.1086,2012,3
1403,DE ( >= 15000 KWh),Brez DDV,2012Q4,0.1055,2012,4
1404,DE ( >= 15000 KWh),Brez DDV,2013Q1,0.105,2013,1
1405,DE ( >= 15000 KWh),Brez DDV,2013Q2,0.1086,2013,2
1406,DE ( >= 15000 KWh),Brez DDV,2013Q3,0.1109,2013,3
1407,DE ( >= 15000 KWh),Brez DDV,2013Q4,0.1067,2013,4
1408,DE ( >= 15000 KWh),Brez DDV,2014Q1,0.1056,2014,1
1409,DE ( >= 15000 KWh),Brez DDV,2014Q2,0.1078,2014,2
1410,DE ( >= 15000 KWh),Brez DDV,2014Q3,0.109,2014,3
1411,DE ( >= 15000 KWh),Brez DDV,2014Q4,0.106,2014,4
1412,DE ( >= 15000 KWh),Brez DDV,2015Q1,0.1034,2015,1
1413,DE ( >= 15000 KWh),Brez DDV,2015Q2,0.1053,2015,2
1414,DE ( >= 15000 KWh),Brez DDV,2015Q3,0.1068,2015,3
1415,DE ( >= 15000 KWh),Brez DDV,2015Q4,0.1045,2015,4
1416,DE ( >= 15000 KWh),Brez DDV,2016Q1,0.1027,2016,1
1417,DE ( >= 15000 KWh),Brez DDV,2016Q2,0.1055,2016,2
1418,DE ( >= 15000 KWh),Brez DDV,2016Q3,0.1067,2016,3
1419,DE ( >= 15000 KWh),Brez DDV,2016Q4,0.1024,2016,4
1420,DE ( >= 15000 KWh),Brez DDV,2017Q1,0.100484313747918,2017,1
1421,DE ( >= 15000 KWh),Brez DDV,2017Q2,0.104200390121651,2017,2
1422,DE ( >= 15000 KWh),Brez DDV,2017Q3,0.105008333771209,2017,3
1423,DE ( >= 15000 KWh),Brez DDV,2017Q4,0.100948092226178,2017,4
1424,DE ( >= 15000 KWh),Brez DDV,2018Q1,0.099670956705752,2018,1
1425,DE ( >= 15000 KWh),Brez DDV,2018Q2,0.104582572128578,2018,2
1426,DE ( >= 15000 KWh),Brez DDV,2018Q3,0.106626974409233,2018,3
1427,DE ( >= 15000 KWh),Brez DDV,2018Q4,0.104098083534782,2018,4
1428,DE ( >= 15000 KWh),Brez DDV,2019Q1,0.099260098685979,2019,1
1429,DE ( >= 15000 KWh),Brez DDV,2019Q2,0.102120924150385,2019,2
1430,DE ( >= 15000 KWh),Brez DDV,2019Q3,0.106340561327817,2019,3
1431,DE ( >= 15000 KWh),Brez DDV,2019Q4,0.102947877262819,2019,4
1432,DE ( >= 15000 KWh),Brez DDV,2020Q1,0.097037584797405,2020,1
1433,DE ( >= 15000 KWh),Brez DDV,2020Q2,0.087155010873778,2020,2
1434,DE ( >= 15000 KWh),Brez DDV,2020Q3,0.111421522026035,2020,3
1435,DE ( >= 15000 KWh),Brez DDV,2020Q4,0.105356598067938,2020,4
1436,DE ( >= 15000 KWh),Brez DDV,2021Q1,0.100934178578391,2021,1
1437,DE ( >= 15000 KWh),Brez DDV,2021Q2,0.105614386110243,2021,2
1438,DE ( >= 15000 KWh),Brez DDV,2021Q3,0.111155904381927,2021,3
1439,DE ( >= 15000 KWh),Brez DDV,2021Q4,0.107752109672389,2021,4
1440,DE ( >= 15000 KWh),Brez DDV,2022Q1,0.087907938584445,2022,1
1441,DE ( >= 15000 KWh),Brez DDV,2022Q2,0.106429367843258,2022,2
1442,DE ( >= 15000 KWh),Brez DDV,2022Q3,0.140829674449566,2022,3
1443,DE ( >= 15000 KWh),Brez DDV,2022Q4,0.141866660988991,2022,4
1444,DE ( >= 15000 KWh),Brez DDV,2023Q1,0.14525417786175,2023,1
1445,DE ( >= 15000 KWh),Brez DDV,2023Q2,0.1493,2023,2
1446,DE ( >= 15000 KWh),Brez DDV,2023Q3,0.152843194767613,2023,3
1447,DE ( >= 15000 KWh),Brez DDV,2023Q4,0.143947638067165,2023,4
1448,DE ( >= 15000 KWh),Brez DDV,2024Q1,0.150892872056846,2024,1
1449,DE ( >= 15000 KWh),Brez DDV,2024Q2,0.154684385459687,2024,2
1450,DE ( >= 15000 KWh),Z vsemi davki,2012Q1,0.1262,2012,1
1451,DE ( >= 15000 KWh),Z vsemi davki,2012Q2,0.1286,2012,2
1452,DE ( >= 15000 KWh),Z vsemi davki,2012Q3,0.1304,2012,3
1453,DE ( >= 15000 KWh),Z vsemi davki,2012Q4,0.1266,2012,4
1454,DE ( >= 15000 KWh),Z vsemi davki,2013Q1,0.126,2013,1
1455,DE ( >= 15000 KWh),Z vsemi davki,2013Q2,0.1303,2013,2
1456,DE ( >= 15000 KWh),Z vsemi davki,2013Q3,0.133,2013,3
1457,DE ( >= 15000 KWh),Z vsemi davki,2013Q4,0.1302,2013,4
1458,DE ( >= 15000 KWh),Z vsemi davki,2014Q1,0.1288,2014,1
1459,DE ( >= 15000 KWh),Z vsemi davki,2014Q2,0.1316,2014,2
1460,DE ( >= 15000 KWh),Z vsemi davki,2014Q3,0.133,2014,3
1461,DE ( >= 15000 KWh),Z vsemi davki,2014Q4,0.1294,2014,4
1462,DE ( >= 15000 KWh),Z vsemi davki,2015Q1,0.1262,2015,1
1463,DE ( >= 15000 KWh),Z vsemi davki,2015Q2,0.1285,2015,2
1464,DE ( >= 15000 KWh),Z vsemi davki,2015Q3,0.1303,2015,3
1465,DE ( >= 15000 KWh),Z vsemi davki,2015Q4,0.1275,2015,4
1466,DE ( >= 15000 KWh),Z vsemi davki,2016Q1,0.1253,2016,1
1467,DE ( >= 15000 KWh),Z vsemi davki,2016Q2,0.1287,2016,2
1468,DE ( >= 15000 KWh),Z vsemi davki,2016Q3,0.1302,2016,3
1469,DE ( >= 15000 KWh),Z vsemi davki,2016Q4,0.1249,2016,4
1470,DE ( >= 15000 KWh),Z vsemi davki,2017Q1,0.12259086277246,2017,1
1471,DE ( >= 15000 KWh),Z vsemi davki,2017Q2,0.127124475948415,2017,2
1472,DE ( >= 15000 KWh),Z vsemi davki,2017Q3,0.128110167200875,2017,3
1473,DE ( >= 15000 KWh),Z vsemi davki,2017Q4,0.123156672515937,2017,4
1474,DE ( >= 15000 KWh),Z vsemi davki,2018Q1,0.121598567181018,2018,1
1475,DE ( >= 15000 KWh),Z vsemi davki,2018Q2,0.127590737996865,2018,2
1476,DE ( >= 15000 KWh),Z vsemi davki,2018Q3,0.130084908779264,2018,3
1477,DE ( >= 15000 KWh),Z vsemi davki,2018Q4,0.126999661912435,2018,4
1478,DE ( >= 15000 KWh),Z vsemi davki,2019Q1,0.121097320396894,2019,1
1479,DE ( >= 15000 KWh),Z vsemi davki,2019Q2,0.124587527463469,2019,2
1480,DE ( >= 15000 KWh),Z vsemi davki,2019Q3,0.129735484819936,2019,3
1481,DE ( >= 15000 KWh),Z vsemi davki,2019Q4,0.125596410260639,2019,4
1482,DE ( >= 15000 KWh),Z vsemi davki,2020Q1,0.118385853452834,2020,1
1483,DE ( >= 15000 KWh),Z vsemi davki,2020Q2,0.106329113266009,2020,2
1484,DE ( >= 15000 KWh),Z vsemi davki,2020Q3,0.135934256871762,2020,3
1485,DE ( >= 15000 KWh),Z vsemi davki,2020Q4,0.128535049642885,2020,4
1486,DE ( >= 15000 KWh),Z vsemi davki,2021Q1,0.123139697865637,2021,1
1487,DE ( >= 15000 KWh),Z vsemi davki,2021Q2,0.128849551054496,2021,2
1488,DE ( >= 15000 KWh),Z vsemi davki,2021Q3,0.135610203345952,2021,3
1489,DE ( >= 15000 KWh),Z vsemi davki,2021Q4,0.131457573800315,2021,4
1490,DE ( >= 15000 KWh),Z vsemi davki,2022Q1,0.107247685073023,2022,1
1491,DE ( >= 15000 KWh),Z vsemi davki,2022Q2,0.129843828768775,2022,2
1492,DE ( >= 15000 KWh),Z vsemi davki,2022Q3,0.170970791381313,2022,3
1493,DE ( >= 15000 KWh),Z vsemi davki,2022Q4,0.15538828136023,2022,4
1494,DE ( >= 15000 KWh),Z vsemi davki,2023Q1,0.159091401801844,2023,1
1495,DE ( >= 15000 KWh),Z vsemi davki,2023Q2,0.16961,2023,2
1496,DE ( >= 15000 KWh),Z vsemi davki,2023Q3,0.186468697616488,2023,3
1497,DE ( >= 15000 KWh),Z vsemi davki,2023Q4,0.175616118441941,2023,4
1498,DE ( >= 15000 KWh),Z vsemi davki,2024Q1,0.184089303909352,2024,1
1499,DE ( >= 15000 KWh),Z vsemi davki,2024Q2,0.188714950260818,2024,2
1600,Slovenija,Brez davkov,2012Q1,0.116,2012,1
